height_cm,weight_kg,age,three_point,dunk,defense,passing,rebounding,speed,stamina,injury_prone,position_PF,position_PG,position_SF,position_SG,team_Dragons,team_Eagles,team_Falcons,team_Knights,team_Lions,team_Rhinos,team_Sharks,team_Tigers,team_Wolves,overall_rating
206.0,70.0,23.0,81.69739072718367,87.51336186211522,70.086569724388,41.89236247929187,82.37444619122996,11.285814471276224,60.51016222371507,0,False,False,False,False,False,False,False,True,False,False,False,False,False,89.54790785836197
195.0,101.0,28.0,5.166872165796111,57.68573811327003,39.355533610631554,44.55178144931612,78.8035149575022,42.94478970787026,34.19344935747266,1,True,False,False,False,True,False,False,False,False,False,False,False,False,67.60365374499382
184.0,78.0,39.0,69.2358922461058,54.887280154259976,29.191117349780725,94.07508592344612,18.381288948181496,54.0610994324729,42.06302368788194,0,False,True,False,False,False,False,False,False,False,False,False,False,True,87.4384358486273
212.0,87.0,23.0,25.100138326230027,42.99852141210597,79.91579711047821,86.43662664559733,50.61398526946444,44.8851365652003,20.015421124936683,1,False,False,True,False,False,False,False,True,False,False,False,False,False,76.92008415902104
219.0,80.0,22.0,88.29148165187222,90.80185454216624,11.797248362806156,19.23157727843505,80.32121232440932,56.94823881365918,18.93608757918628,0,False,False,True,False,False,True,False,False,False,False,False,False,False,86.38232042781297
218.0,93.0,23.0,81.6779466505636,93.54845135274957,89.06584554618424,40.49685873761885,0.3918374951093262,21.027617790186135,0.5348988694222845,0,False,True,False,False,False,True,False,False,False,False,False,False,False,83.58134965454491
189.0,75.0,37.0,26.42762631586393,6.845045256601678,16.8858463370395,12.564349241231398,8.613577154903629,48.7082544323578,1.363984583588107,0,True,False,False,False,False,False,False,False,False,False,False,True,False,68.25512151643974
203.0,78.0,38.0,20.53329387067998,41.76669958169947,5.363479152083084,28.972798373821465,46.380982467437626,87.82524677323465,30.32195467185912,0,True,False,False,False,False,False,False,False,False,False,False,True,False,76.7166902123239
216.0,80.0,31.0,86.52957589089124,65.87176387270222,64.52185758446639,37.20435678122074,15.585153655144346,57.9737114939772,0.0716858706579781,0,False,False,True,False,False,False,False,False,False,True,False,False,False,79.6940797490015
206.0,107.0,31.0,28.918744629594983,80.56488053633419,18.712427041050173,36.22934900002048,53.00523392123808,40.95609272625092,21.100669170752607,1,False,True,False,False,False,False,False,False,False,False,False,True,False,68.97789814977283
178.0,107.0,19.0,9.37765262570165,7.273494777866841,50.46372879774349,63.92018293899599,90.41136604795052,66.7351163050396,96.14996792371473,0,False,False,False,True,False,False,False,False,True,False,False,False,False,86.369260544323
211.0,115.0,36.0,70.48710100433817,1.081108363519634,78.18909129968897,26.084924596208893,11.633172713326124,93.48220404438013,87.92043375853827,1,False,False,False,False,False,False,False,False,False,False,True,False,False,85.23808599193335
193.0,123.0,28.0,51.50056597097231,81.73053122132367,41.73947823291479,45.93436555939564,45.96147517329264,22.810037790238518,43.86716968030488,0,True,False,False,False,False,False,False,False,False,False,False,False,False,82.91319336361258
200.0,79.0,27.0,88.60934353132082,15.144552193535732,26.240837648930192,33.540681349634696,35.55297971520076,85.03177081575988,64.44231696298166,0,False,True,False,False,False,False,False,False,True,False,False,False,False,87.80816060804284
184.0,111.0,34.0,95.1444825663092,18.527685033354004,33.21725220617326,1.3281203458580082,82.58882264268146,19.201625096794885,60.60150024794432,1,False,False,True,False,False,False,False,False,False,False,True,False,False,74.10036458086672
180.0,80.0,24.0,94.0784520503108,56.57815548409963,74.22713922522868,70.96713435045244,45.77646127041341,93.17314247538246,76.80893784186665,0,False,False,False,True,False,False,True,False,False,False,False,False,False,94.22546118276249
191.0,76.0,20.0,86.16909037873452,34.2107620863594,67.90666044956374,97.74565631838423,72.3330303993963,67.73006863356595,88.17173063953962,0,False,False,False,True,False,True,False,False,False,False,False,False,False,96.54245970486056
204.0,118.0,29.0,74.81839120488463,10.80445593764071,86.96496848121713,37.83156071652595,52.32862493002498,36.36114491900639,66.4074121199834,0,True,False,False,False,False,False,False,False,False,False,False,False,True,85.88127012127472
205.0,98.0,38.0,12.786680122241757,61.14636112256608,59.92992870063887,78.35015025879089,35.25292413005173,22.97162836832317,99.66832779346797,0,False,False,False,True,False,False,False,False,False,False,False,True,False,87.79209920593954
212.0,109.0,21.0,40.36010023615913,40.774810500273226,13.168690343620703,95.33071675823726,74.05095212183186,15.061095306851913,46.4689468445165,0,False,True,False,False,False,False,False,False,True,False,False,False,False,79.8657419752825
175.0,120.0,34.0,15.620656868662197,88.32736014262238,92.2645139603572,51.801534890851975,44.1853708091064,36.72777012807092,18.345788475886504,1,False,False,False,False,False,True,False,False,False,False,False,False,False,74.4138262776971
192.0,123.0,18.0,16.52844901429574,88.60861088135164,90.92021362064872,87.7120467662288,38.55525014916693,56.57473065511459,47.321318688439874,0,False,False,True,False,False,True,False,False,False,False,False,False,False,90.30535137126934
198.0,105.0,18.0,92.13075122129754,5.856530528453385,23.981995220659023,99.56451766743491,30.936856208001284,49.632277128437885,32.93780670342177,0,False,False,False,False,False,False,True,False,False,False,False,False,False,84.97811268536321
212.0,81.0,29.0,42.89443334301443,28.943952161948797,95.36326078296896,81.94956853860523,2.103690246046863,90.55821375731324,26.82760204535567,1,False,False,True,False,False,False,True,False,False,False,False,False,False,80.99237513461442
184.0,120.0,25.0,51.669838522626776,83.91803949802986,13.300979890732878,29.08768542315825,48.648276573242285,39.28390764814024,64.28020501620824,0,False,False,True,False,False,False,False,True,False,False,False,False,False,81.02951210096491
187.0,74.0,39.0,99.06791570657658,55.64646373488221,53.24709078838974,47.45335626224407,13.839758596812455,46.0102626557688,45.18690446522778,0,False,True,False,False,False,False,False,False,False,False,False,True,False,83.73798626188135
199.0,122.0,34.0,20.22541805245349,40.20272168882407,74.16272874518889,97.99554473582783,50.27834418466806,47.07849970127073,92.10694862995814,1,True,False,False,False,False,False,False,False,False,False,False,False,False,83.44400771011276
210.0,91.0,23.0,0.5313475668345946,40.659053735947225,37.20822549628959,30.37350462250994,72.71628097401384,65.49071231478591,24.21834455937677,0,True,False,False,False,True,False,False,False,False,False,False,False,False,75.49841048812391
203.0,89.0,19.0,91.37884438732593,21.112594255803742,95.3402879382095,52.53182644507214,41.366552358320696,48.64050355361782,22.842585230842012,0,False,False,False,True,False,True,False,False,False,False,False,False,False,87.59602705549071
184.0,110.0,37.0,67.27646144124667,9.842418910136876,29.992939747306625,41.79840855069136,48.22252303373266,86.10333999722404,57.18287711826909,0,False,True,False,False,True,False,False,False,False,False,False,False,False,82.87141589767772
185.0,113.0,26.0,80.7070903866703,83.09491710550684,99.69494174116696,49.83330282942372,83.60789007952809,95.59800588260724,19.644131522278585,0,False,True,False,False,False,False,False,False,True,False,False,False,False,95.07311858549882
186.0,115.0,24.0,66.10142542473203,96.80763814507335,19.86445768974058,31.645713087441617,75.6310096980294,9.352012359790953,14.112611829932186,0,False,False,True,False,False,False,False,False,False,False,False,False,False,78.97023749704135
204.0,72.0,18.0,87.5883083517057,3.010387221131894,61.01079220362347,13.443342736955,74.19953911261723,89.62362491461332,67.81225015366465,1,False,False,True,False,False,False,False,False,False,False,False,True,False,84.57301208901538
199.0,119.0,36.0,7.569972730978747,5.994330086130828,88.36839676879897,75.89768318540307,49.13304319121309,50.40700797484243,66.07273931091515,0,False,False,False,False,True,False,False,False,False,False,False,False,False,86.42699799205712
185.0,99.0,27.0,58.31908042770976,55.23661378172344,19.495827149863054,48.01835152618879,69.41316539762369,40.36466944934778,58.77954050663722,0,False,False,True,False,False,False,False,False,True,False,False,False,False,83.98698907356669
181.0,76.0,23.0,90.09608956904678,61.91727353658367,6.844070924262613,50.28755200655849,74.8999017404957,27.821718706882216,37.77968239094115,0,False,False,False,False,False,False,False,False,False,False,True,False,False,83.2662030036887
211.0,104.0,19.0,40.18871998907301,39.17424505622782,42.914949195832186,48.79001952793018,52.75796224253504,44.673952531139285,2.6446902597667465,0,True,False,False,False,False,False,False,False,False,False,False,True,False,79.5084626549689
191.0,123.0,35.0,33.527905007829574,27.70692497133996,97.00744566667068,40.63322309637678,9.85468514129424,83.69278328446237,47.675387550832816,1,False,True,False,False,False,False,False,False,False,True,False,False,False,79.62211473305774
206.0,89.0,21.0,33.720657556575205,77.95167014240634,62.76688771588087,12.6110141678625,90.66532969519989,32.06627547364322,80.13715354636368,0,True,False,False,False,True,False,False,False,False,False,False,False,False,84.49306822196677
193.0,94.0,26.0,86.2640471149179,98.05682270607235,72.93098004772062,86.34315777893845,14.56286467054234,3.106813024445632,58.14248948690871,0,False,False,False,True,False,False,False,True,False,False,False,False,False,93.6209147415602
187.0,88.0,21.0,50.5508760389864,95.79458599261376,76.04000672874827,61.629074835414464,8.645750712015232,46.48547808132707,54.84009367419117,0,False,False,False,True,False,False,False,False,True,False,False,False,False,85.87776054505181
219.0,119.0,35.0,55.905928494660216,54.814520272802206,12.324745813255143,56.45940812903215,47.44531798445233,27.470503280714365,38.885149647411644,0,False,False,False,True,False,False,False,False,False,False,False,True,False,79.38229750116943
218.0,98.0,33.0,17.522177210582733,91.06057172144216,54.858841505468845,87.7749404862625,83.19415416880521,63.38894618324419,64.22781635071149,0,False,True,False,False,False,True,False,False,False,False,False,False,False,90.80383322256316
212.0,125.0,19.0,93.79652314338942,17.715352322262557,63.07704201726207,8.421301117709834,41.51071768549326,82.05764393338497,29.86721573875497,0,False,True,False,False,True,False,False,False,False,False,False,False,False,83.32041694055289
188.0,102.0,36.0,17.925561190779003,21.469588746335543,57.506057345881466,13.945023620516018,69.74316172371925,94.69028994605168,54.89325244993376,0,True,False,False,False,False,False,False,False,False,False,True,False,False,83.95854598689829
198.0,81.0,36.0,85.87642793494722,36.10747263410372,7.78565196087696,86.96958848516338,32.90737794607279,25.27658599511641,75.65385834953067,0,False,False,False,False,False,False,False,True,False,False,False,False,False,85.17052808257591
186.0,110.0,30.0,69.89488284873856,30.57439574472911,3.926505164866023,23.503129881191864,56.892140584471626,8.92221680572386,9.476847103459397,0,False,False,False,True,False,False,False,True,False,False,False,False,False,71.69374350608064
175.0,94.0,37.0,7.845581631712395,44.67145272585204,24.68570275957329,8.696702025593305,53.96617889031524,42.71124464193341,0.0789511093218786,0,False,True,False,False,False,False,False,False,False,False,False,False,True,73.76856433989042
202.0,126.0,23.0,30.39425122550273,96.3360320446038,94.14742375060654,89.39335106699905,94.37663822120145,48.30662451933026,84.07850719391146,0,True,False,False,False,False,False,False,True,False,False,False,False,False,94.20283502933772
183.0,111.0,26.0,89.73658657909318,82.84386709389908,31.55331806631355,9.914611227762393,45.93460101728228,55.68183602783076,4.033016105151299,0,False,False,True,False,False,False,False,True,False,False,False,False,False,77.04007309866229
200.0,77.0,23.0,65.6729484721608,50.027853520776034,55.39932555031309,96.8326960099255,78.28486179866574,52.65949425897893,30.521453012885917,0,False,False,False,True,False,False,False,False,False,False,True,False,False,91.78971633866922
196.0,115.0,25.0,89.25582274864745,72.4598286847629,20.831539000851794,29.785939839021125,16.885928936703532,62.00013334774084,88.28364906780791,0,True,False,False,False,False,False,True,False,False,False,False,False,False,84.42713287153506
205.0,101.0,27.0,32.663924942591095,96.34799474743276,34.00043860598922,81.59557894152066,80.71070203195127,40.4519524458235,37.72519857156954,0,False,False,False,False,False,False,False,False,False,False,True,False,False,87.24814793973859
214.0,81.0,34.0,58.75858711094018,22.04460042454189,29.827245423412275,72.7018527014134,71.36073662634715,48.41844983225968,88.7817640335819,0,False,True,False,False,True,False,False,False,False,False,False,False,False,88.18952426537311
190.0,92.0,22.0,16.036540611974313,3.467270422606638,16.88100057845642,7.696918300801736,4.778136468140537,45.63168205509624,83.9408037609272,0,False,False,False,False,False,False,False,False,False,False,False,False,True,71.79822632173268
194.0,84.0,19.0,78.73870267523328,16.301911381488623,39.18108946171717,25.74792164924693,59.62585752327021,44.30399766351608,93.1912732597456,0,True,False,False,False,False,False,False,False,False,False,True,False,False,83.48743912873562
215.0,108.0,31.0,22.05042634356471,95.67204338893498,47.43086648684303,85.3284798567202,52.032362619138574,56.58630735596195,25.364247434137557,0,False,False,False,True,False,False,False,True,False,False,False,False,False,83.6892461345329
211.0,95.0,18.0,10.137289755315916,38.46110759787682,86.14180460955174,6.409471103617548,17.44984863979552,58.67679078445912,87.65604907887176,0,True,False,False,False,True,False,False,False,False,False,False,False,False,78.19638042811678
206.0,128.0,19.0,80.44140596774734,25.087909989070024,48.97858679882408,21.150674928176805,89.859691056897,55.742474467014205,21.61358123109207,0,False,False,True,False,False,False,False,False,False,True,False,False,False,85.26070577359367
199.0,84.0,27.0,21.440648299316457,80.54300430459791,92.06914007786196,64.39079570677647,2.929944310341837,57.18975224589538,41.096060803590326,0,False,False,True,False,False,False,False,False,False,True,False,False,False,89.56457620628127
191.0,113.0,38.0,20.754093620570345,24.067051475715303,36.82501073951331,86.65956885955035,96.80221720457386,2.3884191319142767,41.39260580525889,0,False,False,True,False,False,True,False,False,False,False,False,False,False,80.31102876084007
217.0,129.0,35.0,86.60956336116915,41.91828759021213,88.63803619601417,40.91825874584886,65.27281237772242,18.262513025310117,54.35955749112921,0,False,True,False,False,False,False,False,False,False,False,False,False,False,87.5004861489229
209.0,113.0,38.0,50.0112752076627,33.02846675020844,94.77796979692296,2.660836607768413,96.88146905778044,66.85466951139854,70.75228189780428,1,False,False,False,False,False,False,False,False,False,False,True,False,False,79.9037887619361
197.0,118.0,30.0,72.3443662354912,59.42418273085972,19.668819731282305,64.04472739932528,64.75197955701631,64.15796812433942,73.27234154133066,0,False,True,False,False,False,False,True,False,False,False,False,False,False,88.8601254000292
178.0,127.0,22.0,58.29260568042631,62.982065443470766,54.42573370152508,60.96819082757774,96.65907702233169,30.984711675327997,31.66024348274129,0,False,True,False,False,False,False,False,False,True,False,False,False,False,85.38578808927426
198.0,124.0,26.0,76.65150495325847,69.783278550517,59.742924257342,79.55783762575864,79.25397676213368,48.2356208582753,11.793867487423348,0,True,False,False,False,False,False,False,False,False,False,False,False,False,87.57194985067788
210.0,89.0,27.0,9.206698608247542,61.18310201032215,60.431298224031984,24.16589208191852,85.15371718979256,52.023048910309,19.813074182357703,0,False,False,False,True,False,False,False,False,False,False,True,False,False,78.78794496492138
204.0,113.0,36.0,60.56378893234115,82.32732126800302,77.5234538899056,20.588198817832115,43.034317368907246,26.528508908605243,96.02663584920666,0,False,False,False,True,False,False,False,True,False,False,False,False,False,86.69286389144739
180.0,92.0,38.0,96.80658120507589,33.19715047358455,38.680724205188,75.48274583623312,96.60214591302083,16.071334919098568,53.23043638481663,0,False,False,False,False,True,False,False,False,False,False,False,False,False,85.69349477177195
213.0,95.0,23.0,64.17343972985582,48.213209891984185,50.05793174308313,24.160127643576303,98.59341686249178,98.43219788140412,33.59461533789339,1,False,False,False,False,False,False,False,False,False,True,False,False,False,82.67578953956362
215.0,97.0,20.0,88.95193110437631,51.170744711470086,44.582554982701616,28.91503344541509,42.98312575130026,0.8354704172138572,58.07371397973519,0,False,False,False,True,False,False,False,False,False,False,True,False,False,81.06779394984163
202.0,92.0,26.0,15.949226254135828,27.52391810370083,23.47544217249713,82.18393227529025,93.55230227588572,37.83475816826469,16.16376937845918,0,False,False,False,True,True,False,False,False,False,False,False,False,False,80.99418666368297
218.0,73.0,34.0,82.29838050417675,18.11832790500828,6.760474947238315,13.341633552320708,71.71814470467577,46.0868735269652,76.92505592415867,0,False,False,True,False,False,False,False,False,True,False,False,False,False,81.22502292262854
200.0,117.0,27.0,76.23026245009599,89.7935293443737,95.31201143941378,70.85835457678252,48.50729091426954,39.03764460469539,9.761876053514897,0,False,False,False,False,False,False,False,False,False,False,False,False,True,88.84178767838395
197.0,79.0,21.0,16.13628010553837,24.05315851801487,28.89685249210585,91.11205013919576,46.527753127592334,24.471559702370094,84.18087090288189,1,False,False,False,True,False,True,False,False,False,False,False,False,False,76.29440497116099
211.0,80.0,35.0,50.479559830452814,46.398169816688736,13.07173235897573,96.69685146183151,29.7214113845096,47.070594731593744,92.421843484266,0,True,False,False,False,False,False,False,False,False,False,True,False,False,88.65329505415244
178.0,73.0,37.0,42.33351441531975,80.30118815263205,11.921044284057336,45.11300697978415,7.27362617771965,80.74779356519089,51.03927213487066,0,False,True,False,False,False,False,True,False,False,False,False,False,False,78.63293324820152
206.0,123.0,22.0,17.54916273813574,54.12701109416781,70.08084180017403,54.20152984797261,30.350390914795224,83.99982232439429,8.963177330461791,0,True,False,False,False,False,False,False,False,False,False,False,False,True,80.26534958859162
187.0,79.0,22.0,80.38048904834751,78.44054732127972,30.96917111051891,14.660830036000316,28.740253384548254,94.56735370508046,83.00326836280748,0,False,True,False,False,False,False,True,False,False,False,False,False,False,91.4239551877998
188.0,109.0,35.0,35.29585034523566,61.39703063252326,10.90136156409287,5.165735711464103,35.07097879920843,19.152132205014816,43.15081198476424,0,False,False,False,True,False,False,False,False,False,False,True,False,False,74.147576648437
182.0,94.0,36.0,87.63194331423115,39.457231531892376,78.31614309236971,68.25117301162001,32.95304137739967,76.61571015827779,45.53287498086021,0,True,False,False,False,False,False,False,False,False,False,True,False,False,88.64451216839277
179.0,93.0,38.0,15.492531114344263,35.31028889383895,87.98377479414678,34.15703870315679,99.45642566845248,4.668481989927376,75.29861930391851,0,False,True,False,False,False,False,False,False,True,False,False,False,False,86.07471643853827
179.0,81.0,35.0,18.161396775660265,18.573307200518563,59.69452234131726,99.87929358156543,99.94606810596731,56.5888605101759,74.82388061809002,0,False,False,False,False,False,False,True,False,False,False,False,False,False,89.3145146680892
181.0,94.0,35.0,30.779583168074566,8.352491468001876,10.680070400236364,31.16529166546489,8.814224339079214,55.98905318457854,65.47757512842603,1,False,False,False,False,False,False,False,True,False,False,False,False,False,68.73705181992631
204.0,91.0,31.0,45.51719917336564,64.8233468807846,47.47690060436513,73.22192063122223,33.200070211767915,83.66202103676581,65.71188390612733,0,False,False,False,True,False,False,False,False,False,True,False,False,False,88.57741098826867
214.0,124.0,36.0,0.8319942227192012,54.02965317903072,13.83715947205566,56.9304984412202,72.45579091588182,23.663313147000885,25.769564818917967,0,False,False,False,False,False,False,False,True,False,False,False,False,False,76.03640956172958
208.0,129.0,39.0,53.55538148796726,93.03984201693255,37.68668803471885,5.510153515883109,62.85039000835678,92.22233181548602,78.20018255939414,0,False,False,False,True,False,False,False,False,False,False,False,True,False,85.7400624149133
178.0,116.0,32.0,67.36454174749078,39.1910562943909,85.39428821418528,67.07650254430358,35.22309750707453,17.07682600033369,44.81708470213185,0,False,False,False,True,False,False,False,False,True,False,False,False,False,87.0172957345066
209.0,74.0,27.0,24.150062799283344,77.9820884010068,84.50396488966425,68.66786117241294,44.2066213118075,94.0639999186114,25.22528338551704,0,False,False,False,False,False,False,False,False,True,False,False,False,False,86.20853424533806
194.0,84.0,33.0,46.17161438131191,69.10558127392618,88.6171294055993,53.82201018684752,6.290747601802393,0.7096532494887176,42.53564962699837,0,False,False,False,False,False,False,False,False,True,False,False,False,False,84.64773661233667
209.0,107.0,19.0,97.85254683891404,28.794534267599246,4.922091454076161,69.49701331214759,37.23070985730478,64.21102350255211,71.33217295012723,1,False,False,False,False,False,False,False,True,False,False,False,False,False,80.03799219672591
214.0,116.0,23.0,30.646346804282032,5.958709735314372,61.66219781652751,40.03566268398306,28.04550647600553,73.55207057935812,81.26930433757823,1,False,False,False,True,False,False,False,False,False,False,False,False,False,72.49469244563151
202.0,105.0,27.0,63.0247219456158,2.370775364451838,34.124444975772064,26.004804025243388,0.7357829625414536,76.99736182066009,95.02112058654302,0,False,False,False,False,False,False,False,False,True,False,False,False,False,81.29301930905112
211.0,83.0,32.0,16.972842857692317,94.05039528794026,1.2003027272682545,58.84312404534523,13.031798809129093,33.41430223838622,69.60314069891137,0,True,False,False,False,False,True,False,False,False,False,False,False,False,80.95867197108963
177.0,121.0,35.0,60.15538792998241,81.74078473061094,51.80774980403447,94.83695527889188,36.16660831950428,86.7152151001122,16.393172095320274,0,True,False,False,False,False,False,False,False,False,False,False,False,False,90.52874683619284
210.0,96.0,19.0,95.22217856975946,75.3868082709913,8.157492561136593,90.95953911109444,63.74024812092216,49.79485925822639,66.52728362369108,0,False,False,False,True,False,False,False,True,False,False,False,False,False,89.91834643382674
175.0,117.0,38.0,77.91025863957867,95.45659288588108,74.0663581066626,23.672047585383293,80.7702369044057,3.8363861355701134,10.796244811083556,0,False,False,False,False,False,False,False,False,True,False,False,False,False,84.52702181098947
185.0,107.0,33.0,21.76673995805361,60.09120056590861,16.62293620516587,67.6820043630047,50.84790353080261,6.640535346049736,40.82375193462987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,76.12486334858002
181.0,94.0,26.0,85.97946748116456,56.6018424887821,93.53944896677989,4.458809273414399,31.59358223856368,12.015925873562194,85.2538740855967,0,False,False,False,True,True,False,False,False,False,False,False,False,False,84.38807508523605
196.0,125.0,39.0,6.697361202527152,73.41512590416463,31.61013115469705,23.287914615181503,60.3792757286118,72.23735076327985,86.26751629457257,0,False,False,False,True,False,False,False,False,False,False,False,False,True,85.10554697793732
201.0,113.0,21.0,6.656472791422285,46.5336933939486,8.058081228651359,30.946257644618235,13.063438155735971,97.8265463529474,90.53218283760896,0,True,False,False,False,False,False,False,False,False,False,True,False,False,79.26654347358107
202.0,81.0,25.0,19.159294573482576,82.75530522740469,83.26117733261312,69.71662542903503,53.56889704560298,90.84101072685696,7.324560410739012,0,False,False,True,False,False,False,True,False,False,False,False,False,False,86.26559390109801
207.0,101.0,38.0,40.94120718170184,38.73225179753141,35.483185554316265,5.0175350319974,20.59881841884732,35.82190412430728,31.1703321492812,0,False,False,False,True,False,False,True,False,False,False,False,False,False,71.44227695184706
211.0,121.0,18.0,50.69204379618346,92.91447172116874,2.5199094821069634,98.37115832091516,75.9520148716944,20.68718754222878,74.72246450885869,0,False,True,False,False,False,False,False,False,False,False,False,False,False,85.80619555233086
180.0,71.0,39.0,6.835320030995861,82.06961607667793,30.246631746146967,49.101976266891,37.33531610318317,35.64047358496647,90.59439679262644,0,False,True,False,False,False,False,False,False,False,True,False,False,False,82.06581534979136
212.0,73.0,30.0,34.26451465225215,82.63408109501867,76.63472131046524,87.93930568071954,86.18438232948299,98.9216683420586,46.77582309575795,0,False,False,False,True,False,False,False,False,False,False,False,False,True,95.59837657099992
190.0,85.0,39.0,37.31226184223836,50.593165431955846,8.496628988946641,86.37896229650033,17.833151242821632,60.40049977395001,62.27412763774775,0,False,False,False,False,False,True,False,False,False,False,False,False,False,84.17221418121223
192.0,103.0,39.0,83.73670797701507,81.37233437222274,92.05358851025548,81.31420044817254,15.19801824740512,61.41688503188927,61.14948527191992,0,False,False,False,True,False,False,False,False,True,False,False,False,False,91.90812273524458
210.0,108.0,38.0,63.22821536376399,22.1238696446064,51.05704087285036,71.59846935417241,39.023854958399504,15.22282139168668,9.505653683256444,0,False,True,False,False,False,False,False,False,False,False,True,False,False,79.02610569914316
214.0,85.0,22.0,71.6397111958099,64.97880467642996,94.09923225744372,69.17776391419824,8.61161105063738,26.777431460411748,2.220281298785032,1,False,False,True,False,False,False,False,False,False,True,False,False,False,79.41865180613665
204.0,129.0,25.0,50.03594462155606,99.77493890102006,43.771682493354135,14.387615538978016,25.119200460446724,60.77627687434245,25.181470200913168,1,False,False,True,False,False,False,True,False,False,False,False,False,False,68.92881950948832
201.0,91.0,32.0,67.1479148667207,84.09087104029072,64.57250433510536,68.12821105324338,78.06820746878623,38.348112257504255,56.06944813756801,0,False,True,False,False,False,False,False,False,False,False,False,False,True,91.51720149678762
181.0,94.0,28.0,3.897932066113041,69.3422128056309,73.12505893473751,99.93503004722002,19.106213934635814,28.62590353831832,52.016022302439566,0,False,False,False,True,False,False,False,False,True,False,False,False,False,83.77308271118555
188.0,84.0,32.0,99.61576734987788,18.663993979768257,89.73973183215863,79.51102825267246,27.23153971810828,6.160798529246925,31.6684356016926,0,False,False,False,False,False,False,False,False,False,False,True,False,False,83.35971387592983
195.0,72.0,36.0,71.40527233781268,0.6379043406590679,25.66472071860958,86.7702097919239,67.07273254426008,40.80404616028166,53.74937536732345,0,False,True,False,False,False,False,False,False,False,True,False,False,False,82.72595264285502
175.0,105.0,24.0,40.967105337599264,39.76844144330547,34.5579585870813,97.44393106384751,83.0202884345762,24.17645074796816,89.51000290662444,0,False,False,False,True,False,False,False,False,False,True,False,False,False,86.17577332903822
192.0,111.0,21.0,84.33261677878832,42.906236930266594,60.0945484537719,57.97928438329551,51.713189201063805,30.1456186410668,60.95285097540636,0,True,False,False,False,False,False,False,False,False,False,True,False,False,85.77056544317264
213.0,121.0,22.0,22.08527829630089,34.041155611425964,69.20505530397449,6.875390642248746,47.190251056452304,62.79587353429078,71.6325343476028,0,False,False,False,True,False,False,False,False,False,True,False,False,False,84.79501487925172
214.0,74.0,32.0,66.16842883998565,34.09585714355583,91.64891511155142,30.158686987355157,23.290183864948165,98.93495140420391,28.04632242046524,0,False,False,True,False,False,False,False,False,True,False,False,False,False,86.16049064671932
