name,position,height_cm,weight_kg,age,team,three_point,dunk,defense,passing,rebounding,speed,stamina,injury_prone,overall_rating
Player36,C,218.0,86.0,25.0,Falcons,49.75398521461022,17.3496050355022,41.83895333783335,16.61849996097492,32.314521727941724,19.28396089422456,74.93153551424344,0,74.59343740975167
Player37,SF,193.0,104.0,29.0,Tigers,20.468010905728395,37.97515229193175,35.781124933559305,33.27294765103791,54.41086239394686,19.110562269114496,96.4690478828461,0,80.4289946785822
Player38,C,216.0,82.0,18.0,Sharks,59.113030325851646,80.14457762229537,59.37806319434522,93.99243728857088,55.17123720199669,76.87641807211604,7.356335421576565,0,90.86000965360859
Player39,PG,215.0,110.0,38.0,Falcons,18.613589775334795,39.20935769045727,57.5593428640082,34.30267125900244,35.65589211768887,26.55875983073599,5.3434602391017165,1,63.99282297103221
Player40,SG,211.0,108.0,37.0,Falcons,33.15646990671938,75.07696492110557,,98.81240759546354,44.73027562526006,76.7233394159223,93.75503374073385,0,90.9519176399666
Player41,PF,180.0,84.0,23.0,Eagles,85.50302016199352,12.548629679915068,47.173983751843906,48.523045576535615,96.55179182347663,20.58873107665994,52.98756255182061,0,83.36116978239716
Player42,PG,200.0,124.0,39.0,Eagles,20.707580921085523,77.27714196650791,55.347177620984986,17.916391829015087,37.73484772303116,32.16863687013094,61.49030145669361,1,72.16415630711684
Player43,PF,208.0,98.0,35.0,Knights,7.115828517343282,23.693332490664865,57.02869387313905,89.11400917935094,25.822681325998296,46.54869724396994,48.24236015947289,1,71.56436346045787
Player44,SG,219.0,98.0,25.0,Wolves,6.90075926128163,67.73931298888728,21.01071929123518,46.03553731348269,24.34670440667601,94.31958496934507,9.365745260747449,0,78.8029825326484
Player45,SG,180.0,80.0,24.0,Falcons,94.07845205031079,56.57815548409963,74.22713922522868,70.96713435045244,45.776461270413414,93.17314247538246,76.80893784186665,0,94.22546118276247
Player46,PG,211.0,121.0,18.0,Bulls,50.69204379618346,92.91447172116874,2.5199094821069634,98.37115832091517,75.9520148716944,20.68718754222878,74.72246450885869,0,85.80619555233086
Player47,SG,207.0,101.0,38.0,Falcons,40.941207181701834,38.732251797531404,35.483185554316265,5.0175350319974,20.59881841884732,35.82190412430728,31.1703321492812,0,71.44227695184706
Player48,C,196.0,71.0,33.0,Knights,81.08785810079185,6.616518883444044,78.02126485356335,9.669455978756714,70.92961271407681,14.939938845377231,30.623924522840042,0,80.06886991131772
Player49,SG,195.0,116.0,29.0,Dragons,83.5825927910516,1.9155485551252904,56.389292105540235,72.04567414627562,2.1149823349416286,50.998507931349714,83.78413809055185,0,87.55294564781416
Player50,PF,180.0,83.0,23.0,Lions,33.21910331156046,82.6858560972753,26.116243251086026,28.1825003295472,41.8932977983946,46.05825506946666,7.235725774132662,0,76.70826020394523
Player51,PF,180.0,89.0,37.0,Sharks,69.36180574737952,52.473563766143215,69.49531193430477,18.430139695009906,77.58650652027869,90.07601624507325,88.11051483565659,0,91.80540023388984
Player52,PF,178.0,91.0,19.0,Wolves,77.11228158518865,77.52440518349492,56.73909441560734,3.9361879819729495,33.873295577443145,93.00053777910726,25.66616898959144,0,80.45850971939424
Player53,PF,204.0,80.0,31.0,Tigers,65.46506868659546,23.44256000115147,79.62436094563871,2.1846711986201806,56.37371014453995,38.35673910072921,59.298474775549394,1,74.18028086251596
Player54,C,185.0,96.0,21.0,Tigers,15.159507480009937,34.50837455132337,73.50251861898234,77.4485603119791,20.49792328259108,49.173794301898944,93.59941790017777,0,87.61304730566602
Player55,SF,204.0,72.0,18.0,Tigers,87.5883083517057,3.010387221131894,61.01079220362347,13.443342736955,74.19953911261723,89.62362491461332,67.81225015366465,1,84.57301208901538
Player56,PG,205.0,86.0,35.0,Eagles,53.90945527360087,96.14923245741122,48.8177675310814,46.77206159711509,5.227910326875962,80.67078077450614,41.44298124670366,1,76.81020932754001
Player57,PF,198.0,113.0,30.0,Tigers,28.24724263700037,66.78679067008134,13.31821256675234,60.5896815179483,85.25426448755003,0.3656311344649277,68.95342089054152,0,79.1938986380102
Player58,SG,183.0,125.0,19.0,Sharks,42.52281854376939,93.32050877593062,26.133301788538375,42.835180056884624,19.819638642166815,32.00595641835825,34.39796363163702,0,79.21031715822902
Player59,PF,177.0,97.0,26.0,Lions,3.757109039890738,26.549640742907233,41.90994729170853,2.7106652336233106,87.43980317083307,42.17742419361259,27.725841634918613,0,73.37271520491215
Player60,SG,205.0,98.0,38.0,Tigers,12.786680122241755,61.146361122566084,59.92992870063887,78.35015025879089,35.25292413005173,22.97162836832317,99.66832779346797,0,87.79209920593954
Player61,SG,214.0,90.0,19.0,Falcons,76.55467505158609,67.84999682926379,51.37078552153048,1.0513224541653488,72.26835744744866,19.957161589593873,75.07902311797878,0,82.64576222457039
Player62,PF,211.0,116.0,26.0,Falcons,0.0011634755366141114,31.754970025758844,28.818452595952948,76.1889894377484,31.922529778618845,3.7784506595679668,64.47199773818177,0,75.1579161177533
Player63,C,210.0,85.0,18.0,Eagles,41.65658284822922,84.81092350156301,0.6464357789710551,89.33044937881228,90.59116712346476,64.33697250697605,35.52896432193188,1,79.72572986001856
Player64,SG,198.0,106.0,28.0,Sharks,,94.71614629002478,49.623922190081394,43.28399210571723,12.663712551837436,26.251029048316564,4.916082915504816,0,78.74322018118416
Player65,SG,205.0,128.0,20.0,Lions,5.4634420000972295,88.48551176960044,28.56259885622431,53.554247309779825,17.85197892725987,5.234717843131309,3.105687603515561,0,73.44597659748074
Player66,PF,180.0,89.0,37.0,Wolves,97.30781629723329,,73.46083007105351,47.698339261765376,49.303012515880226,23.097931052806363,55.418125544879885,0,88.3637439137609
Player67,SG,176.0,75.0,21.0,Knights,22.612533124967193,27.746467972495402,2.394626527048349,38.920861862343884,8.193843903814614,80.19139528361265,,0,80.02268677630441
Player68,SG,194.0,88.0,35.0,Lions,30.419871963628086,28.161604210563173,58.482781130579085,88.74245353703603,,85.14891816465466,53.73791904438551,1,75.51863884575573
Player69,PF,202.0,126.0,23.0,Knights,30.39425122550273,96.3360320446038,94.14742375060654,89.39335106699905,94.37663822120143,48.30662451933026,84.07850719391146,0,94.20283502933773
Player70,PF,185.0,74.0,20.0,Dragons,23.04166621173499,1.0284495935692028,17.440926711149952,33.581636464153455,97.64896611478872,41.607067040868614,3.3426533093221633,0,75.12862945643386
Player71,PG,178.0,72.0,39.0,Knights,0.1473822086311416,71.60499732421445,47.16494907505954,61.5069754014698,37.62593293304219,97.78536935017817,36.67520764259401,0,83.88530978041855
Player72,C,189.0,128.0,28.0,Bulls,72.93447940879963,70.62461625552622,9.142199181713817,92.69075621458641,92.32860210139357,20.05646595880699,23.707039117417807,0,86.31172571585027
Player73,C,180.0,70.0,32.0,Falcons,96.68454997992853,62.26895409497975,62.56819122613526,96.20584989413516,54.48246756734317,21.535928285460848,44.7272968157122,0,90.94059456536154
Player74,SG,204.0,127.0,39.0,Sharks,22.429348328504506,99.01088460868658,55.05316805962256,50.895904042204755,26.974246587376705,29.186717703639975,7.2376393194122475,0,78.29426401053988
Player75,C,212.0,129.0,22.0,Rhinos,66.30471918034225,31.187943576372522,40.736552421283236,45.28248052843268,70.23987210805987,17.275731828108732,95.41316415710726,0,83.04355915913627
Player76,SG,176.0,107.0,37.0,Eagles,74.18963269587151,33.997186379324816,52.13770214737412,27.869431592852578,65.89018065748571,37.93655982041866,22.325540106936092,1,72.65830943332276
Player77,PG,189.0,84.0,27.0,Bulls,84.84253790905247,7.893940294655555,89.65746584690102,95.887187319041,98.91253191087334,91.08342269897538,92.23077754835847,1,95.1252558544789
Player78,PF,185.0,103.0,29.0,Knights,42.262919701360914,44.27981365437375,19.629430231106703,14.281430447286736,26.50472874092833,61.534784062857426,42.58931550366818,0,76.63742750655615
Player79,PF,182.0,104.0,32.0,Tigers,30.293090564042924,26.10485262348481,2.2564511705347234,,67.20595026617355,41.19465486122637,98.5524133255218,0,83.04832002728445
Player80,PF,200.0,118.0,34.0,Sharks,32.52951340230311,34.338670217764424,86.16648846991009,28.255026751863888,5.202375502944689,93.44107945712148,55.40583834602108,0,85.45674983384109
Player81,C,219.0,94.0,27.0,Bulls,71.26213330985128,83.45717902556277,57.71170823879065,27.90082903477966,11.36460386967194,4.846423247582232,93.08328641758075,0,82.35653938288624
Player82,PG,218.0,93.0,23.0,Eagles,81.6779466505636,93.54845135274957,89.06584554618424,40.496858737618844,0.3918374951093262,21.027617790186138,0.5348988694222845,0,83.58134965454491
Player83,C,179.0,81.0,35.0,Falcons,18.161396775660265,18.573307200518563,59.69452234131726,99.87929358156545,99.94606810596731,56.5888605101759,74.82388061809002,0,89.3145146680892
Player84,C,180.0,87.0,30.0,Sharks,37.09410081577652,37.25089315534659,81.01610899597024,5.4966306839822066,80.22736971474778,61.55526231931792,90.30506531025154,0,86.56071156325908
Player85,PG,200.0,84.0,20.0,Eagles,90.19401967491501,92.8630562115394,42.967336335514794,57.85418182035315,78.67230147335408,3.9557506562613143,13.972056697895407,0,87.9388145298133
Player86,PG,178.0,113.0,27.0,Dragons,80.66935196947392,6.180846068922263,74.98599312882688,8.257215803527718,50.97260752881797,40.30387579071322,9.612585173215148,0,79.55360323661719
Player87,PG,193.0,85.0,31.0,Dragons,98.48584027624759,9.236052811137851,91.3041466889856,15.452082999051896,30.006708290543994,64.91539648308728,42.457260718595556,0,84.6925119813964
Player88,PG,194.0,96.0,23.0,Eagles,75.42482596820807,16.279098920622936,57.21229637222063,43.95629417728987,15.126428446267592,69.80705464034016,93.36789061329351,0,87.66933338684075
Player89,PF,207.0,77.0,20.0,Bulls,39.319520102792225,59.521283412687474,18.078515056237954,51.04601313464413,28.467473884646367,63.813990251626926,54.23865601904387,0,81.3741962059539
Player90,SF,194.0,129.0,33.0,Sharks,59.06378339946377,15.047227100599747,26.879761503019818,25.8792408364524,37.597122192913915,32.05632243609246,52.74564637217322,1,71.41175292044767
Player91,SF,186.0,115.0,24.0,Bulls,66.10142542473203,96.80763814507335,19.86445768974058,31.645713087441617,75.6310096980294,9.352012359790951,14.112611829932186,0,78.97023749704135
Player92,PG,175.0,94.0,37.0,Wolves,7.845581631712395,44.671452725852035,24.685702759573292,8.696702025593305,53.96617889031524,42.71124464193341,0.07895110932187865,0,73.76856433989042
Player93,SF,200.0,86.0,31.0,Knights,54.44969591038651,50.15179603501664,30.64154493510364,30.32197838442505,7.748362655548268,12.875443736805547,81.01400907454612,0,76.08714745025148
Player94,SF,188.0,98.0,26.0,Wolves,70.93208284726096,24.66586158054065,55.51337867531885,96.6558439380544,1.802900895891224,94.76236585206671,8.757456298623822,0,86.1493741465004
Player95,PG,212.0,122.0,32.0,Dragons,16.732130400106037,47.09602524347335,58.79916294638328,94.47073816724817,10.233217953406315,47.51708660226283,63.384981873532396,0,82.86123511249525
Player96,SF,211.0,77.0,38.0,Falcons,78.06317174255571,66.19136326370115,42.649974724186116,33.4878290136985,41.049871369737936,31.725917435686757,91.46164545151915,0,85.76609774346566
Player97,C,185.0,84.0,20.0,Lions,58.37727805141116,75.11771369540428,61.54207798208354,57.08539362787616,93.31929170490183,76.63040711189001,20.865191315843102,1,80.66625187066347
Player98,SG,210.0,96.0,19.0,Knights,95.22217856975946,75.3868082709913,8.157492561136593,90.95953911109443,63.74024812092216,49.79485925822639,66.52728362369108,0,89.91834643382674
Player99,SG,187.0,115.0,19.0,Dragons,4.24222982068917,57.789111269408835,8.778823705815997,0.6183822640896675,80.18258998755151,31.003402401245005,7.869857670750946,1,64.26982067334484
Player100,PG,217.0,119.0,20.0,Bulls,26.5326137555467,90.43597749938573,17.182946035765845,81.06835703375918,46.637459450454855,81.19677423908017,60.3755143837613,0,89.67046387014082
Player101,PF,177.0,121.0,35.0,Bulls,60.15538792998241,81.74078473061094,51.80774980403447,94.83695527889189,36.16660831950428,86.7152151001122,16.393172095320274,0,90.52874683619285
Player102,PG,207.0,76.0,31.0,Bulls,29.65599122059307,75.70481146986255,21.399467869831355,9.132573433355706,10.840037271662272,67.3008166288677,73.5953560515178,0,78.34734003909938
Player103,PF,180.0,72.0,37.0,Falcons,71.44241640712423,5.560552168046062,28.328440349257733,16.144768603292103,87.5933022186205,4.6964422407667294,30.12312947939082,0,74.20169521968894
Player104,SG,184.0,98.0,35.0,Wolves,75.9005282521931,0.6877962219649314,40.03128361729941,96.07463027713554,78.31600290279029,56.632288016653206,46.33910088046462,0,89.36388701349767
Player105,PG,179.0,113.0,27.0,Lions,10.251596406647446,21.244727719547296,81.18661240103798,53.75401436403463,16.811809759772512,76.32949119972817,59.94305420276217,0,83.60336622070453
Player106,C,197.0,122.0,19.0,Bulls,51.38544642067677,66.35235939134523,1.3862135912860118,1.4196634471723701,51.22605638762605,13.650301208358218,17.12734106662396,0,70.99944398324524
Player107,SF,184.0,93.0,39.0,Rhinos,50.889055559105586,41.119748888254584,64.93788202366224,25.763199876352914,48.73748079212449,22.867075138460336,74.16378186176209,0,83.31476792400855
Player108,PF,218.0,129.0,18.0,Knights,36.92807702155411,40.24062592993117,66.88765310406853,44.99436742688596,62.50915526865286,88.24951050681365,30.264034063681457,0,86.97857485767655
Player109,SF,176.0,127.0,21.0,Sharks,93.29248625696721,88.45868882296138,79.86557803566366,69.29089110247676,94.61868939912613,2.0121721853074037,66.23718599127535,0,93.2667901494782
Player110,SF,187.0,72.0,31.0,Rhinos,82.75063198732212,89.55628481318388,93.27529390603132,73.31603781367996,57.97714417624796,75.2727137825976,15.828305069937365,1,84.4481400487695
Player111,PG,214.0,89.0,18.0,Lions,69.72093819096368,90.91752640535857,2.0137848949289827,99.54215129254561,54.02172667786186,47.37732925144229,68.81176592063503,0,87.31148928389104
Player112,SF,176.0,115.0,31.0,Falcons,71.43266357349975,31.38780765150273,15.378370551321618,28.7511199383759,5.032293293466394,44.677215883960685,12.818807281046174,0,74.46453939278872
Player113,C,194.0,84.0,33.0,Lions,46.17161438131191,69.10558127392618,88.6171294055993,53.82201018684752,6.290747601802393,0.7096532494887176,42.535649626998364,0,84.64773661233667
Player114,SF,175.0,94.0,39.0,Sharks,92.09945210965759,27.163318127436963,45.851856218701535,53.332354785960504,18.734679132678888,81.93982309664928,24.72060737388768,0,83.06495861584622
Player115,PG,211.0,99.0,31.0,Knights,69.45954272532853,19.060983307444978,56.459063893346354,40.56452594472375,3.247077169174828,35.98249006365665,74.83752494281826,0,83.71302401260179
Player116,C,183.0,83.0,37.0,Sharks,72.89810616558164,18.463245734736923,66.30272037231474,16.91618938424202,74.33528955700123,54.07656313005429,26.203500450687457,0,81.28018271804784
Player117,SG,191.0,76.0,20.0,Eagles,86.16909037873452,34.2107620863594,67.90666044956374,97.74565631838425,72.3330303993963,67.73006863356595,88.17173063953962,0,96.54245970486056
Player118,SF,183.0,86.0,20.0,Knights,27.4071589342191,42.99576197798217,93.17404033165082,85.3317186666586,13.605623443164294,70.26295764379158,89.18202114066128,0,92.58204976208614
Player119,PG,185.0,113.0,26.0,Lions,80.7070903866703,83.09491710550684,99.69494174116697,49.83330282942372,83.60789007952809,95.59800588260723,19.644131522278585,0,95.07311858549882
Player120,SG,189.0,89.0,23.0,Bulls,19.524060295649203,11.98910934727121,72.01574609309402,60.32454226840298,15.478603484611197,53.13399532366091,61.38459450077243,0,81.68616434400931
Player121,SG,198.0,105.0,30.0,Lions,34.53419522448878,73.49258473948942,28.72212092051508,22.72610535596623,30.11755869973588,39.97195509744276,8.771764171996432,1,66.69201475213127
Player122,PF,212.0,78.0,38.0,Lions,33.56104542698427,53.14549141893053,87.97524022943436,54.37870703917469,24.8976899161365,95.37036264917079,39.15370996016292,0,86.59346089990362
Player123,C,209.0,107.0,19.0,Knights,97.85254683891405,28.794534267599246,4.922091454076161,69.49701331214759,37.23070985730478,64.21102350255211,71.33217295012723,1,80.03799219672591
Player124,SF,204.0,117.0,25.0,Eagles,85.65372237479268,49.281958453282456,23.10808528744962,51.51670283865888,25.466376588996187,29.81503562765556,65.94232468499163,0,82.92492139682982
Player125,PG,205.0,126.0,38.0,Lions,70.11698615902597,29.994206977702266,89.73857174637149,99.02851705849413,48.8950926438452,12.646424540357115,62.47006694066079,0,87.40689110143876
Player126,PF,179.0,129.0,19.0,Rhinos,72.70567616153902,59.608195523830595,25.619151443935493,61.13416562477262,40.74078813546854,84.25545014651813,28.25408636624436,1,76.00857373404841
Player127,C,218.0,91.0,21.0,Dragons,56.20727944025711,43.38439228552442,22.065105962174847,37.09737125921691,98.65694907793265,36.21816027941516,37.8024949434402,1,67.79790192801244
Player128,PF,188.0,123.0,32.0,Tigers,94.70906671085191,16.440552907887874,13.812529314024724,77.21520276158381,5.592635012822567,66.04697213644312,10.294614470028618,0,80.70576925166995
Player129,C,185.0,122.0,21.0,Tigers,49.62587528823615,11.658307455569672,85.91117576469165,17.046251158164203,14.218137638735161,47.08164193658981,71.9022820433601,0,83.77381413258719
Player130,C,183.0,122.0,30.0,Lions,38.05177098698945,54.66956820721302,50.00582591910867,38.451581370626656,5.282589390860249,19.892977979503833,50.38887967912735,0,75.5782966424123
Player131,SF,208.0,71.0,29.0,Rhinos,16.3035336931591,90.24130332861034,67.48932030541548,34.69589503775858,62.58411949823758,60.16866086204651,70.87656323456545,0,87.7629824503988
Player132,C,186.0,93.0,30.0,Bulls,78.6205652261058,34.395768655768556,23.906638407502967,43.180709510777724,5.450927741371958,6.068306895068232,24.894352479687278,0,75.24994450925269
Player133,PF,209.0,77.0,31.0,Falcons,73.44439320755914,73.30001072226231,75.80404210112165,78.17798259287262,83.64397373761233,41.334245987119225,32.443822863506625,0,90.05148752403936
Player134,C,209.0,80.0,37.0,Falcons,38.43550385241349,65.8661354939767,76.00055449620984,48.41730321634075,51.19386306819278,54.661493966367104,33.42153372601147,1,79.20866209847324
Player135,SF,175.0,82.0,35.0,Knights,2.519341395922936,93.1554914309481,31.259802490830012,79.40144502659628,52.70076245815337,43.604697411857906,2.57424097472162,0,78.50036700529469
Player136,SF,214.0,86.0,23.0,Tigers,83.89973277180107,82.09810172991409,41.06826330102828,57.64889031398659,56.15945077121942,74.86721752509908,34.10478728306236,0,92.7950645198997
Player137,PF,196.0,77.0,28.0,Lions,1.1417983454073632,56.660525890546296,20.969027743020085,34.206943465755536,17.081370630621073,82.79249545453125,80.33045735180335,0,77.23854067936196
Player138,SG,203.0,90.0,19.0,Falcons,70.3699779629051,65.70304982341074,97.65610233229043,80.99787436834724,19.769030311448756,77.1243074033178,89.72984957497385,0,96.39399062691473
Player139,SG,182.0,87.0,36.0,Lions,97.02571097260571,89.83864665840349,64.56025770584117,23.828967055309157,31.88173228730047,3.881294781180211,51.821831563592745,0,84.13447923221246
Player140,C,185.0,,36.0,Knights,43.766132814820345,39.95187845869348,93.45438807155155,22.43829797997955,59.34964158218514,19.41287704459722,45.55016952192202,0,81.71516988000307
Player141,PG,215.0,87.0,22.0,Tigers,23.497340499595275,32.679470585777736,30.338554362913317,50.45029240548358,21.011777594021453,53.66075092637743,3.0824618699370254,0,75.19235953840041
Player142,C,211.0,115.0,36.0,Sharks,70.48710100433817,1.081108363519634,78.18909129968897,26.084924596208893,11.633172713326124,93.48220404438013,87.92043375853827,1,85.23808599193335
Player143,PF,188.0,116.0,19.0,Dragons,81.71281420155852,82.65510741914642,76.5858643884742,0.9087034951216322,97.01168864184322,83.49567750521169,1.3010213425872719,0,88.56984407673598
Player144,PF,204.0,100.0,27.0,Dragons,54.64303160778473,80.0980700403365,69.16556518665415,64.82975272988016,2.1981814809622913,84.25345083518016,94.47500802102118,0,92.69165798585766
Player145,PF,209.0,107.0,19.0,Falcons,96.70352752561462,10.445451810015138,96.56389752668004,51.1093821472398,80.26974053360216,30.32081937596749,48.92162486880907,0,87.68388387150824
Player146,PF,195.0,101.0,28.0,Dragons,5.166872165796111,57.68573811327003,39.355533610631554,44.55178144931612,78.8035149575022,42.94478970787026,34.19344935747266,1,67.60365374499382
Player147,PF,211.0,80.0,35.0,Sharks,50.479559830452814,46.398169816688736,13.07173235897573,96.69685146183153,29.7214113845096,47.070594731593744,92.421843484266,0,88.65329505415244
Player148,SF,179.0,114.0,32.0,Lions,71.845394732255,11.870909550911147,67.17088592440608,57.11991839629137,13.56266160073134,15.737158334991042,2.4390993110096737,0,75.95185850592262
Player149,SG,193.0,94.0,26.0,Knights,86.2640471149179,98.05682270607235,72.93098004772062,86.34315777893845,14.562864670542341,3.1068130244456316,58.14248948690871,0,93.6209147415602
Player150,PF,188.0,102.0,36.0,Sharks,17.925561190779003,21.469588746335543,57.506057345881466,13.945023620516018,69.74316172371925,94.69028994605169,54.89325244993376,0,83.95854598689829
Player151,PG,200.0,129.0,26.0,Knights,80.00034817636814,6.723418009056115,20.681789313339628,56.92064631294277,64.28065910861737,24.07125856635067,21.932040121138208,0,79.04871532541583
Player152,PG,178.0,107.0,20.0,Knights,55.27070757185453,59.48473795019096,50.445594166935535,86.7979626730903,78.27456742513867,23.99489037236313,42.88874313502106,0,87.43143917151123
Player153,PG,199.0,110.0,38.0,Tigers,39.65536819899632,73.88666771330327,31.21897365691294,58.3105757279898,93.74811723991047,8.337905376875954,65.22640059437703,1,76.13819467629858
Player154,PG,219.0,77.0,26.0,Lions,13.171502857909356,3.2443446047186963,42.746652816668906,71.80141781270015,69.1927363266592,92.85077519437786,72.71311968819275,0,84.83122138153638
Player155,SF,216.0,80.0,31.0,Rhinos,86.52957589089124,65.87176387270222,64.52185758446639,37.20435678122074,15.585153655144346,57.9737114939772,0.07168587065797816,0,79.6940797490015
